Year,Name,YearName,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,Pick,Round
2003,Andrew Pinnock,2003Andrew Pinnock,South Carolina,FB,70.1,265,9.5,31.63,,4.62,22,,,,,,229,7
2003,David Porter,2003David Porter,Iowa,OT,77.9,311,9.5,34.75,,5.34,,26,95,4.96,8.43,,#N/A,#N/A
2003,Tim Provost,2003Tim Provost,San Jose State,OT,77.1,301,10,32.25,,5.3,21,28.5,102,4.67,8.37,,209,6
2003,Dave Ragone,2003Dave Ragone,Louisville,QB,75.6,249,9.75,31.5,31,4.98,,30.5,101,4.32,7.4,,88,3
2003,Cory Redding,2003Cory Redding,Texas,DE,76,279,10.75,33.5,,4.88,24,,,,,,66,3
2003,Gabe Reid,2003Gabe Reid,Brigham Young,TE,75.4,255,9.75,31.75,,4.81,23,37,119,4.31,7.48,11.87,#N/A,#N/A
2003,Terrell Roberts,2003Terrell Roberts,Oregon State,CB,69.1,203,9.38,30.63,,4.74,18,34,117,4.19,7.12,,#N/A,#N/A
2003,Terrence Robinson,2003Terrence Robinson,Oklahoma State,ILB,72.4,240,9,31,,4.97,19,33.5,116,4.33,7.6,11.97,#N/A,#N/A
2003,Brett Romberg,2003Brett Romberg,Miami (FL),C,74,295,,,,5.2,27,27.5,99,4.65,8.16,,#N/A,#N/A
2003,Tony Romo,2003Tony Romo,Eastern Illinois,QB,74,230,,,30,5.01,,30,105,4.2,7.11,,#N/A,#N/A
2003,Dustin Rykert,2003Dustin Rykert,Brigham Young,OT,78.4,327,9.75,32.5,,5.52,21,26.5,92,4.83,8.19,,204,6
2003,Asante Samuel,2003Asante Samuel,Central Florida,CB,70.9,185,8.75,29.5,,4.52,9,35.5,120,4.09,6.94,11.38,120,4
2003,Antwoine Sanders,2003Antwoine Sanders,Utah,FS,73.6,202,9.13,33.88,,4.56,14,37.5,128,4.37,7.43,11.63,258,7
2003,Watts Sanderson,2003Watts Sanderson,South Carolina,OT,77,303,9.75,32.63,,5.39,24,28.5,100,4.92,8.47,,#N/A,#N/A
2003,Justin Sands,2003Justin Sands,Kansas,OG,78.9,324,10.13,32,,5.07,31,32,105,,,,#N/A,#N/A
2003,Lauvale Sape,2003Lauvale Sape,Utah,DT,73.6,297,10,31.25,,5.2,,31.5,111,4.68,7.72,,187,6
2003,Gerome Sapp,2003Gerome Sapp,Notre Dame,SS,72.1,216,10,30.75,,4.69,,36.5,112,4.27,7.13,11.92,182,6
2003,Greg Schindler,2003Greg Schindler,Stanford,OG,77.1,307,9.88,32.63,,5.1,18,30.5,94,5.07,8.55,,#N/A,#N/A
2003,Steve Sciullo,2003Steve Sciullo,Marshall (WV),OT,77.1,330,9.88,32.5,,5.52,23,28,98,4.65,7.84,,122,4
2003,Bryan Scott,2003Bryan Scott,Penn State,SS,73,219,10.38,31.5,,4.6,13,,,,,,55,2
2003,Ian Scott,2003Ian Scott,Florida,DT,75,312,,,,5.16,28,28.5,99,5,8.12,,116,4
2003,Mike Seidman,2003Mike Seidman,UCLA,TE,76.5,261,9.75,33.13,,4.8,20,,,,,,76,3
2003,Chad Setterstrom,2003Chad Setterstrom,Northern Iowa,OG,75.1,309,9.88,32.5,,5.46,16,28.5,101,4.61,7.91,,#N/A,#N/A
2003,Scott Shanle,2003Scott Shanle,Nebraska,OLB,74.1,245,9.25,32.88,,4.71,20,31,111,4.32,7.27,11.65,251,7
2003,Visanthe Shiancoe,2003Visanthe Shiancoe,Morgan State (MD),TE,76.4,251,10.25,33.5,,4.64,28,39.5,120,4.28,7.09,11.89,91,3
2003,Chris Simms,2003Chris Simms,Texas,QB,76.4,220,10.5,32.75,22,4.86,,31,103,4.18,7.37,,97,3
2003,Clifton Smith,2003Clifton Smith,Syracuse,ILB,74.4,253,8.38,32.88,,4.88,,,,,,,#N/A,#N/A
2003,L.J. Smith,2003L.J. Smith,Rutgers,TE,75.3,258,10.38,32.88,,4.69,26,37,122,4.18,6.74,,61,2
2003,Musa Smith,2003Musa Smith,Georgia,RB,72.8,232,8,31.88,,4.45,,35.5,123,,,,77,3
2003,Onterrio Smith,2003Onterrio Smith,Oregon,RB,69.9,220,9.75,29.25,,4.48,19,,,,,,105,4
2003,Trent Smith,2003Trent Smith,Oklahoma,TE,77.1,243,9.38,33.75,,4.81,16,35.5,118,4.3,7.21,,223,7
2003,Wade Smith,2003Wade Smith,Memphis,OT,75.9,296,9.63,32.63,,5.15,24,32.5,114,4.71,7.6,,78,3
2003,Ben Sobieski,2003Ben Sobieski,Iowa,OG,77.3,307,10.25,32.25,,5.01,18,30,109,4.43,7.69,,151,5
2003,Jamil Soriano,2003Jamil Soriano,Harvard,OG,76,317,,,,5.48,,27.5,103,5.08,8.54,,#N/A,#N/A
2003,Jake Sprague,2003Jake Sprague,Wisconsin,DT,74.1,274,9.75,31.75,,4.97,26,,,,,,#N/A,#N/A
2003,Brian St. Pierre,2003Brian St. Pierre,Boston College,QB,75,218,,,27,4.82,,30,106,,,,163,5
2003,Eric Steinbach,2003Eric Steinbach,Iowa,OG,78.3,297,9.63,31.63,,4.96,,36,119,4.37,7.34,,33,2
2003,Jon Stinchcomb,2003Jon Stinchcomb,Georgia,OT,77,302,9.75,32.5,,5.09,32,35,115,4.58,7.83,,37,2
2003,Erick Streelman,2003Erick Streelman,Nevada,TE,77,248,,,,5.06,9,30,109,4.4,7.59,,#N/A,#N/A
2003,Donald Strickland,2003Donald Strickland,Colorado,CB,70,187,9.25,30.13,,4.48,16,35.5,121,4.01,6.97,11.08,90,3
2003,Johnathan Sullivan,2003Johnathan Sullivan,Georgia,DT,75.1,313,10.5,32.5,,5.07,,,,,,,6,1
2003,Scott Tercero,2003Scott Tercero,California,OG,76,303,,,,5.23,25,28.5,103,4.51,7.81,,184,6
2003,Tony Terrell,2003Tony Terrell,Nevada Las Vegas,OG,75.3,334,10.63,33.25,,5.52,25,25.5,94,4.97,8.6,,#N/A,#N/A
2003,Ray Thomas,2003Ray Thomas,Wake Forest,TE,76.4,248,9.5,31.5,,5.05,17,31,113,4.52,7.47,12.29,#N/A,#N/A
2003,Chaun Thompson,2003Chaun Thompson,West Texas A&M,OLB,73.9,240,9.25,34.38,,4.56,29,35.5,123,4.16,7,11.35,52,2
2003,Charles Tillman,2003Charles Tillman,Louisiana-Lafayette,CB,73,207,,,,4.49,12,40,131,3.89,7.05,,35,2
2003,Pisa Tinoisamoa,2003Pisa Tinoisamoa,Hawaii,OLB,72.4,231,9.88,30.88,,4.69,19,34.5,111,4.07,6.95,11.41,43,2
2003,LaBrandon Toefield,2003LaBrandon Toefield,Louisiana State,RB,70.9,233,9.25,30,,4.6,19,,,,,,132,4
2003,J.R. Tolver,2003J.R. Tolver,San Diego State,WR,73,202,9.38,31.75,,4.76,,36,119,4.16,6.98,11.19,169,5
2003,Marcus Trufant,2003Marcus Trufant,Washington State,CB,71.1,199,8.25,30.75,,4.43,11,39,127,4.3,6.85,11.07,11,1
2003,B.J. Tucker,2003B.J. Tucker,Wisconsin,CB,70.5,188,9.63,30.38,,4.38,16,35,123,4.14,7.25,11.38,178,6
2003,Torrin Tucker,2003Torrin Tucker,Southern Mississippi,OG,77.8,328,10.25,34.5,,5.43,,30,103,4.96,8.38,,#N/A,#N/A
2003,Demetrin Veal,2003Demetrin Veal,Tennessee,DE,74.1,288,10.25,32,,5.26,26,,111,,,,238,7
2003,Bobby Wade,2003Bobby Wade,Arizona,WR,70.3,193,9.75,31.5,,4.68,,34.5,115,4.03,7,11.48,139,5
2003,Aaron Walker,2003Aaron Walker,Florida,TE,77.6,252,10.25,34.13,,4.75,24,33.5,115,4.27,7.55,11.98,161,5
2003,Seneca Wallace,2003Seneca Wallace,Iowa State,QB,71.4,196,9.13,30.38,12,4.52,,38,127,4.14,6.97,,110,4
2003,Matt Walters,2003Matt Walters,Miami (FL),DE,76.5,272,10.25,31.38,,4.9,30,,,,,,150,5
2003,Shane Walton,2003Shane Walton,Notre Dame,CB,70.6,184,10,29,,4.67,11,31,109,4.2,7.03,11.38,170,5
2003,Seth Wand,2003Seth Wand,Northwest Missouri State,OT,79,321,10.5,34.5,,5.15,20,31.5,107,4.5,7.57,,75,3
2003,Kevin Ware,2003Kevin Ware,Washington,TE,74.9,256,9.5,33.25,,4.8,22,34,110,4.47,7.51,12.08,#N/A,#N/A
2003,Ty Warren,2003Ty Warren,Texas A&M,DT,76.6,307,10.25,32.88,,5.1,27,,,,,,13,1
2003,Clifton Washburn,2003Clifton Washburn,Citadel (SC),DE,77.1,275,10.25,32.88,,5.02,22,27,109,4.75,8.59,,#N/A,#N/A
2003,Derek Watson,2003Derek Watson,South Carolina,RB,73,212,,,,4.63,15,34,114,4.2,7.35,,#N/A,#N/A
2003,Derrick Watson,2003Derrick Watson,South Carolina,RB,73,212,,,,4.63,15,34,114,4.2,7.35,,#N/A,#N/A
2003,Dennis Weathersby,2003Dennis Weathersby,Oregon State,CB,72.6,204,9.25,32,,4.39,9,38,125,4.08,7.13,11.39,98,4
2003,Reggie Wells,2003Reggie Wells,Clarion (PA),OT,75.3,300,10,32,,5.2,23,29,104,4.53,8.34,,177,6
2003,DeWayne White,2003DeWayne White,Louisville,DE,74.1,273,10,32,,4.78,22,33,112,4.22,7.22,,64,2
2003,Keyon Whiteside,2003Keyon Whiteside,Tennessee,ILB,71.9,229,9.25,30.63,,4.74,27,29,111,4.33,7.3,12.18,162,5
2003,Taylor Whitley,2003Taylor Whitley,Texas A&M,OG,75.9,321,8.88,33,,5.2,28,30,106,4.55,7.95,,87,3
2003,Jimmy Wilkerson,2003Jimmy Wilkerson,Oklahoma,DE,74.9,271,9.13,32.5,,4.86,29,34.5,114,4.38,7.44,,189,6
2003,Andrew Williams,2003Andrew Williams,Miami (FL),DE,74.3,263,10.5,32.5,,4.69,29,32,113,4.44,7.53,,89,3
2003,Brett Williams,2003Brett Williams,Florida State,OT,76.8,321,10,34,,5.28,,27.5,99,5.01,8.57,,113,4
2003,Kevin Williams,2003Kevin Williams,Oklahoma State,DE,76.9,304,9,33,,4.84,23,30,112,5.01,7.66,,9,1
2003,Todd Williams,2003Todd Williams,Florida State,OT,76.8,340,10,34,,5.14,27,32.5,108,4.54,8.06,,225,7
2003,Eugene Wilson,2003Eugene Wilson,Illinois,CB,70.4,192,8.63,30.75,,4.46,15,38,122,4,7.18,11.33,36,2
2003,Jason Witten,2003Jason Witten,Tennessee,TE,77.8,264,9.88,32.5,,4.65,25,31,,,,,69,3
2003,Juston Wood,2003Juston Wood,Portland State (OR),QB,72.6,207,9.25,31,30,4.84,,32.5,113,4.07,7.13,,#N/A,#N/A
2003,Andre Woolfolk,2003Andre Woolfolk,Oklahoma,CB,73.4,197,9.5,32.75,,4.47,10,35.5,128,3.95,6.76,10.58,28,1
2003,George Wrighster,2003George Wrighster,Oregon,TE,74.1,249,10,32.5,,4.89,16,34.5,115,,7.24,,104,4
2003,Thomas Wright,2003Thomas Wright,Michigan State,SS,73.4,201,9,31.5,,4.79,13,36,114,4.38,7.41,11.95,#N/A,#N/A
2003,Walter Young,2003Walter Young,Illinois,WR,76.6,214,10.63,35,,4.59,,39,121,4.22,6.89,11.74,226,7
2003,Doug Zeigler,2003Doug Zeigler,Mississippi,TE,76,257,,,,4.7,20,,,,,,#N/A,#N/A
2002,Jonathan Adams,2002Jonathan Adams,Arkansas State,RB,73,219,,,,4.58,15,36.5,120,4.31,6.97,,#N/A,#N/A
2002,P.J. Alexander,2002P.J. Alexander,Syracuse,OG,76,299,,,,5.38,,29.5,102,4.73,7.9,,#N/A,#N/A
2002,Brian Allen,2002Brian Allen,Stanford,RB,69,209,,,,4.46,19,33,112,4.08,6.9,,204,6
2002,James Allen,2002James Allen,Oregon State,OLB,74.6,240,9,33,,4.63,24,38,120,4.21,7.59,11.75,82,3
2002,Jeremy Allen,2002Jeremy Allen,Iowa,FB,71.8,241,8.25,32.75,,4.6,17,38,122,4.49,7.06,11.4,#N/A,#N/A
2002,Matt Anderle,2002Matt Anderle,Minnesota,OT,78,327,11,32,,5.55,26,29,101,4.8,7.99,,178,6
2002,Damien Anderson,2002Damien Anderson,Northwestern,RB,70.4,211,9.5,29,,4.6,27,33.5,112,4.02,6.93,11.37,#N/A,#N/A
2002,Marques Anderson,2002Marques Anderson,UCLA,SS,71,213,8.75,32,,4.52,16,39.5,124,,,,92,3
2002,Mark Anelli,2002Mark Anelli,Wisconsin,TE,75.8,262,10.13,33.13,,4.8,18,,,,,,201,6
2002,Akin Ayodele,2002Akin Ayodele,Purdue,OLB,74.1,257,9.75,32.5,,4.86,26,35,119,4.12,7,11.56,89,3
2002,Chris Baker,2002Chris Baker,Michigan State,TE,75.1,258,9.25,31.5,,4.85,18,35,111,,6.95,,88,3
2002,Jason Ball,2002Jason Ball,New Hampshire,C,74.3,301,10,31,,5.43,27,29,92,4.73,7.87,,#N/A,#N/A
2002,Clenton Ballard,2002Clenton Ballard,Texas State,DT,74.5,313,10.75,34.75,,5.24,24,26.5,90,4.64,7.47,,180,6
2002,Mike Banks,2002Mike Banks,Iowa State,TE,76,260,9.13,33,,4.85,,31.5,104,,,,223,7
2002,Justin Bannan,2002Justin Bannan,Colorado,DT,74.8,300,9.75,31.13,,5.02,24,29,97,4.24,7.31,,139,5
2002,Kevin Barry,2002Kevin Barry,Arizona,OG,76,325,10.5,35,,5.36,24,28.5,106,4.73,8.34,,#N/A,#N/A
2002,Will Bartholomew,2002Will Bartholomew,Tennessee,FB,71.9,246,9.25,30.5,,4.69,35,38,112,4.09,6.85,11.42,#N/A,#N/A
2002,Rashad Bauman,2002Rashad Bauman,Oregon,CB,68.3,186,8.5,30.25,,4.47,10,39,117,,,,79,3
2002,Jarrod Baxter,2002Jarrod Baxter,New Mexico,FB,72.6,245,10.25,31.5,,4.74,23,32.5,111,4.27,7.1,12.26,136,5
2002,Chad Beasley,2002Chad Beasley,Virginia Tech,DT,77.4,303,10.25,32.5,,5.17,27,31.5,99,4.57,7.75,,218,7
2002,Tony Beckham,2002Tony Beckham,Wisconsin-Stout,CB,73,195,,,,4.37,15,34.5,121,4.3,7.12,,115,4
2002,Kevin Bentley,2002Kevin Bentley,Northwestern,OLB,72.4,243,8.5,31,,4.72,23,39,113,3.83,6.71,11.42,101,4
2002,LeCharles Bentley,2002LeCharles Bentley,Ohio State,C,74.4,299,9.75,31.75,,5.21,,25.5,100,4.54,7.85,,44,2
2002,Rocky Bernard,2002Rocky Bernard,Texas A&M,DT,76,294,,,,4.96,30,33,108,4.41,7.43,,146,5
2002,Ladell Betts,2002Ladell Betts,Iowa,RB,70.5,220,9,30.5,,4.6,23,38,115,4.06,7.06,11.33,56,2
2002,Martin Bibla,2002Martin Bibla,Miami (FL),OG,75.4,306,9.75,32.25,,5.08,35,,,,,,116,4
2002,Terreal Bierria,2002Terreal Bierria,Georgia,FS,74.6,216,9.25,33.13,,4.56,18,36,129,4.1,6.93,11.44,120,4
2002,Dwayne Blakley,2002Dwayne Blakley,Missouri,TE,76.9,256,8.75,34.13,,5,21,32.5,107,4.29,7.33,12.1,#N/A,#N/A
2002,Rocky Boiman,2002Rocky Boiman,Notre Dame,OLB,75.8,242,10,32,,4.61,17,35,118,4.05,6.86,11.2,133,4
2002,Bruce Branch,2002Bruce Branch,Penn State,CB,70.9,192,8.25,31,,4.59,,35,112,4.47,7.12,11.81,#N/A,#N/A
2002,Deion Branch,2002Deion Branch,Louisville,WR,69.1,191,8.13,30,,4.47,,36,115,3.76,6.71,10.66,65,2
2002,Sam Brandon,2002Sam Brandon,Nevada Las Vegas,FS,74,199,8.75,32,,4.72,,36.5,124,,,,131,4
2002,Jack Brewer,2002Jack Brewer,Minnesota,FS,72,194,9,31.75,,4.57,12,37,120,4.24,6.9,11.2,#N/A,#N/A
2002,Raheem Brock,2002Raheem Brock,Temple,DE,75.6,267,9.75,32,,4.93,25,34,109,4.23,7.09,,238,7
2002,Sheldon Brown,2002Sheldon Brown,South Carolina,CB,69.9,196,8.25,32,,4.46,15,36.5,118,4.24,7,11.6,59,2
2002,Antonio Bryant,2002Antonio Bryant,Pittsburgh,WR,73.3,188,9,32.25,,4.6,,37,118,,,,63,2
2002,Courtland Bullard,2002Courtland Bullard,Ohio State,OLB,75,234,9,33.25,,4.62,,36.5,120,4.28,6.99,11.4,167,5
2002,Joe Burns,2002Joe Burns,Georgia,RB,69,213,,,,4.81,21,31,105,,,,#N/A,#N/A
2002,Jamie Burrow,2002Jamie Burrow,Nebraska,ILB,72.8,249,10.25,32,,4.89,18,30.5,98,4.21,7.28,,#N/A,#N/A
2002,Reche Caldwell,2002Reche Caldwell,Florida,WR,71.8,194,9.75,32,,4.53,,41.5,128,4.1,7,,48,2
2002,Rocky Calmus,2002Rocky Calmus,Oklahoma,OLB,75.1,243,9,32,,4.69,16,,,,,,77,3
2002,Kelly Campbell,2002Kelly Campbell,Georgia Tech,WR,70.1,171,8,31,,4.52,,,,,,,#N/A,#N/A
2002,Pete Campion,2002Pete Campion,North Dakota State,OG,76.1,307,9.75,34,,5.25,30,25.5,86,4.81,7.96,,213,7
2002,David Carr,2002David Carr,Frenso State (CA),QB,75.4,223,9.75,31.75,24,4.67,,35,106,4.28,7.05,,1,1
2002,Demontray Carter,2002Demontray Carter,Troy (AL),RB,70.1,194,7.25,31,,4.58,16,33,115,4.36,7.38,12.06,#N/A,#N/A
2002,Tim Carter,2002Tim Carter,Auburn,WR,71.9,190,8.75,32,,4.34,,39,124,3.93,6.68,,46,2
2002,Rock Cartwright,2002Rock Cartwright,Kansas State,RB,67.8,237,9,30.75,,4.48,30,35,113,4.25,7.18,11.79,257,7
2002,Terry Charles,2002Terry Charles,Portland State (OR),WR,75.1,207,9.13,33.75,,4.5,,36.5,122,4.09,7.02,11.22,142,5
2002,Jermaine Chatman,2002Jermaine Chatman,Arizona,CB,70.6,185,9.13,29.75,,4.54,,35.5,118,,,,#N/A,#N/A
2002,Kenyon Coleman,2002Kenyon Coleman,UCLA,DE,76.9,284,9.5,33.13,,4.97,32,,,,,,147,5
2002,Reggie Coleman,2002Reggie Coleman,Tennessee,OT,77.1,301,9.13,34,,5.25,,29,102,4.88,7.84,,192,6
2002,Michael Collins,2002Michael Collins,Wake Forest,OT,77.5,300,10.13,33.5,,5.55,32,25.5,98,4.98,8.62,,#N/A,#N/A
2002,Mike Collins,2002Mike Collins,Ohio State,DT,75,298,8.5,32,,5.03,31,31.5,102,4.46,7.52,,#N/A,#N/A
2002,Marc Colombo,2002Marc Colombo,Boston College,OT,79.9,313,10.5,34,,5.31,30,29.5,100,4.6,7.65,,29,1
2002,Joe Cooper,2002Joe Cooper,Ohio State,OLB,72.4,233,9.25,31.5,,4.94,17,32,108,4.46,7.47,12.06,#N/A,#N/A
2002,Keyuo Craver,2002Keyuo Craver,Nebraska,CB,70.8,201,8.75,30.75,,4.57,13,31,116,,,,125,4
2002,Eric Crouch,2002Eric Crouch,Nebraska,RB,71.9,195,9.75,30.25,,4.49,,36,112,4.02,6.87,11.52,95,3
2002,Alonzo Cunningham,2002Alonzo Cunningham,Iowa,OG,75.8,316,9.75,33,,5.47,,24,94,4.73,8.52,,#N/A,#N/A
2002,Ronald Curry,2002Ronald Curry,North Carolina,QB,73.9,220,9.75,31.5,22,4.65,,35,110,4.11,7.06,,235,7
2002,Kevin Curtis,2002Kevin Curtis,Texas Tech,FS,73.6,212,10,33,,4.54,24,37.5,123,3.88,6.75,10.81,127,4
2002,Rohan Davey,2002Rohan Davey,Louisiana State,QB,74,245,9.5,33,17,4.74,,25.5,,,,,117,4
2002,Andra Davis,2002Andra Davis,Florida,ILB,72.9,244,10,33.5,,4.77,20,31.5,106,,,,141,5
2002,Andre' Davis,2002Andre' Davis,Virginia Tech,WR,73.5,194,8.5,31.5,,4.41,,39.5,117,4.1,6.77,11,47,2
2002,Dorsett Davis,2002Dorsett Davis,Mississippi State,DT,77.3,304,9.25,35.75,,5.03,30,31,109,4.67,7.93,,96,3
2002,Dan Dawson,2002Dan Dawson,Rice (TX),SS,73,219,9.25,31.5,,4.64,24,38,121,4,6.75,11.5,#N/A,#N/A
2002,Konrad Dean,2002Konrad Dean,Akron,OG,76,333,,,,5.57,30,27.5,97,4.97,8.37,,#N/A,#N/A
2002,Ryan Denney,2002Ryan Denney,Brigham Young,DE,79,276,,,,4.86,36,33,107,4.25,7.18,,61,2
2002,Kori Dickerson,2002Kori Dickerson,Southern California,FB,76.1,240,10,32.75,,4.72,22,34,110,4.51,7.34,12.25,#N/A,#N/A
2002,Brandon Doman,2002Brandon Doman,Brigham Young,QB,73.8,210,9.5,31.5,27,4.87,,32.5,106,4.08,6.9,,163,5
2002,Howard Duncan,2002Howard Duncan,Oklahoma,OG,75.6,324,10.25,31.75,,5.51,22,28.5,97,4.69,8.31,,#N/A,#N/A
2002,Nate Dwyer,2002Nate Dwyer,Kansas,DT,75,313,,,,5.1,27,31,103,4.41,7.56,,113,4
2002,Omar Easy,2002Omar Easy,Penn State,FB,73,244,10.25,33.75,,4.51,21,40,122,4.12,7.25,,107,4
2002,Andy Eby,2002Andy Eby,Kansas State,C,75.4,300,9,31.75,,5.12,28,29,102,4.55,7.46,,#N/A,#N/A
2002,Steve Edwards,2002Steve Edwards,Central Florida,OG,76.8,355,9.75,34.25,,5.57,20,23,90,5.15,8.37,,#N/A,#N/A
2002,Justin Ena,2002Justin Ena,Brigham Young,ILB,75,247,9.5,33.75,,4.71,20,34,112,4.11,6.76,12.07,#N/A,#N/A
2002,RJ English,2002RJ English,Pittsburgh,WR,74.1,211,9.25,32,,4.62,,37.5,119,4.11,7.03,11.08,#N/A,#N/A
2002,Demarcus Faggins,2002Demarcus Faggins,Kansas State,CB,70.5,178,9.13,31.38,,4.56,3,36.5,118,3.92,6.64,10.97,173,6
2002,Randy Fasani,2002Randy Fasani,Stanford,QB,75.4,234,9.75,31.75,25,4.78,,31.5,106,3.87,6.75,,137,5
2002,Trev Faulk,2002Trev Faulk,Louisiana State,ILB,74.6,241,10,32,,4.84,,32,116,,,,#N/A,#N/A
2002,Levar Fisher,2002Levar Fisher,North Carolina State,OLB,72.9,233,9,30.38,,4.62,,31,108,,7.3,,49,2
2002,Tony Fisher,2002Tony Fisher,Notre Dame,RB,74,226,,,,4.66,21,41.5,126,4.13,7,,#N/A,#N/A
2002,Delvon Flowers,2002Delvon Flowers,Arizona State,RB,72,207,9.75,32,,4.64,15,35.5,115,,,,#N/A,#N/A
2002,LittleJohn Flowers,2002LittleJohn Flowers,Michigan State,RB,71.4,214,9.75,31.5,,4.75,19,34,109,4.08,7.09,11.82,#N/A,#N/A
2002,Toniu Fonoti,2002Toniu Fonoti,Nebraska,OG,75.9,349,10.5,32.75,,5.53,32,28.5,94,4.81,8.12,,39,2
2002,Larry Foote,2002Larry Foote,Michigan,OLB,72.9,231,9.25,30.5,,4.85,24,30,,4.41,7.18,,128,4
2002,Lonnie Ford,2002Lonnie Ford,Southern California,DE,74.4,261,9.75,32.75,,4.81,22,37.5,111,4.28,7.12,,#N/A,#N/A
2002,Willie Ford,2002Willie Ford,Syracuse,CB,73.5,195,8.75,31.75,,4.57,10,34,117,4.33,7.25,11.91,#N/A,#N/A
2002,DeShaun Foster,2002DeShaun Foster,UCLA,RB,73,222,,,,4.57,20,35.5,119,4.16,6.82,,34,2
2002,Melvin Fowler,2002Melvin Fowler,Maryland,C,75,300,,,,5.46,32,27,99,4.6,7.51,,76,3
2002,Eddie Freeman,2002Eddie Freeman,Alabama-Birmingham,DT,77.1,310,9.5,33.5,,4.93,32,34.5,109,4.81,7.85,,43,2
2002,Dwight Freeney,2002Dwight Freeney,Syracuse,DE,72.9,266,10,32.13,,4.48,28,,,,,,11,1
2002,Scott Fujita,2002Scott Fujita,California,OLB,77.5,248,10,33,,4.63,20,42,122,4.21,7.09,11.44,143,5
2002,Jabar Gaffney,2002Jabar Gaffney,Florida,WR,73.1,193,7.5,32.5,,4.56,,,,4.06,6.87,,33,2
2002,Paris Gaines,2002Paris Gaines,Frenso State (CA),FB,71.6,228,8.75,30.13,,4.67,14,,,,,,#N/A,#N/A
2002,David Garrard,2002David Garrard,East Carolina (NC),QB,73.9,235,10.5,31,14,4.83,,33.5,110,4.26,7.35,,108,4
2002,David Givens,2002David Givens,Notre Dame,WR,72,217,9.25,31.5,,4.57,,40.5,124,4.13,6.82,11.15,253,7
2002,LaVar Glover,2002LaVar Glover,Cincinnati,CB,69.5,177,8,30.25,,4.57,11,37,114,4.29,7.18,11.54,212,7
2002,Jonathan Goodwin,2002Jonathan Goodwin,Michigan,OG,75.3,318,10.13,33.5,,5.04,,,,,,,154,5
2002,Lamar Gordon,2002Lamar Gordon,North Dakota State,RB,72.6,214,9.5,31,,4.59,16,34,115,,,,84,3
2002,Daniel Graham,2002Daniel Graham,Colorado,TE,75.1,248,10,33.75,,4.64,,36,116,,,,21,1
2002,Charles Grant,2002Charles Grant,Georgia,DE,75,282,9.5,34,,4.69,24,31,113,4.39,7.69,,25,1
2002,Bobby Gray,2002Bobby Gray,Louisiana Tech,SS,72.1,209,7.75,31,,4.66,24,,111,,,,140,5
2002,Jarvis Green,2002Jarvis Green,Louisiana State,DE,75.1,272,10.13,34.13,,4.85,,31,109,4.25,7.52,,126,4
2002,William Green,2002William Green,Boston College,RB,72.3,221,7.75,31.5,,4.65,27,42,121,,,,16,1
2002,Andre Gurode,2002Andre Gurode,Colorado,OG,76.4,316,11,35,,5.37,,30.5,96,5.05,8.15,,37,2
2002,Sean Guthrie,2002Sean Guthrie,Boston College,DE,76,269,9.25,33.5,,4.9,28,,,,,,#N/A,#N/A
2002,Carlos Hall,2002Carlos Hall,Arkansas,DE,75.6,259,9.5,35,,4.68,20,40,125,4.19,6.97,,240,7
2002,Joe Hall,2002Joe Hall,Kansas State,FB,73.8,277,8.5,33,,5,22,28,107,,,,#N/A,#N/A
2002,Ryan Hannam,2002Ryan Hannam,Northern Iowa,TE,74.5,251,9,32,,4.7,18,30.5,110,4.21,7.07,11.64,169,5
2002,Alan Harper,2002Alan Harper,Frenso State (CA),DT,73.9,295,10.25,31.5,,5.31,,30.5,104,4.64,,,121,4
2002,Joey Harrington,2002Joey Harrington,Oregon,QB,76,215,9.75,31.5,32,4.85,,32,107,4.21,7,,3,1
2002,Napoleon Harris,2002Napoleon Harris,Northwestern,OLB,74.9,253,10,32,,4.57,27,34,110,4.44,7.15,11.8,23,1
2002,Quentin Harris,2002Quentin Harris,Syracuse,FS,73,216,,,,4.61,14,36.5,120,4.34,7.59,,#N/A,#N/A
2002,Tyreo Harrison,2002Tyreo Harrison,Notre Dame,ILB,74,238,8.75,31.75,,4.88,,40,114,,7.24,,198,6
2002,Herb Haygood,2002Herb Haygood,Michigan State,WR,71.5,193,8.25,31.5,,4.46,,33,112,4.26,6.65,,144,5
2002,Verron Haynes,2002Verron Haynes,Georgia,FB,70,224,,,,4.78,25,31.5,117,4.08,7.27,,166,5
2002,Ennis Haywood,2002Ennis Haywood,Iowa State,RB,70.1,218,9,31.13,,4.76,12,35,112,4.14,7.08,11.72,#N/A,#N/A
2002,Jason Hebert,2002Jason Hebert,Rice (TX),FS,71.4,190,9.5,30.5,,4.63,15,35.5,115,3.86,7.12,11.43,#N/A,#N/A
2002,Keith Heinrich,2002Keith Heinrich,Sam Houston State (TX),TE,77.5,255,10.75,34,,4.75,21,35,119,4.1,6.87,11.65,174,6
2002,Eric Heitmann,2002Eric Heitmann,Stanford,OG,75.9,305,9.25,33,,5.25,33,28,94,4.6,7.56,,239,7
2002,John Henderson,2002John Henderson,Tennessee,DT,78.9,306,8.75,34.5,,4.87,24,27.5,106,4.66,7.71,,9,1
